professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,name_not_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,help_useful,help_not_useful,comments,word_comment,gender,race,asian,hispanic,nh_black,nh_white,gives_good_feedback,caring,respected,participation_matters,clear_grading_criteria,skip_class,amazing_lectures,inspirational,tough_grader,hilarious,get_ready_to_read,lots_of_homework,accessible_outside_class,lecture_heavy,extra_credit,graded_by_few_things,group_projects,test_heavy,so_many_papers,beware_of_pop_quizzes,IsCourseOnline
Laura  Colbert,Harper College,Theater department, Palatine, IL,11.0,3.0,,3.0,LOTS OF HOMEWORK (1)  Gives good feedback (1)  Get ready to read (1)  Inspirational (1)  Clear grading criteria (1),30.0,12/21/2013,NAN,SPE101,5.0,1.0,Mandatory,,,,0.0,0.0,Great teacher who definitely does not get enough credit for er efforts to teach students.,15.0,male,nh_white,0.017346703,0.029475305,0.26035756,0.6928204000000001,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Jennifer  Austin,Winthrop University,Music department, Rock Hill, SC,13.0,4.7,,2.0,Gives good feedback (1)  Tough Grader (1)  Clear grading criteria (1),27.0,09/08/2005,NAN,PIANO,5.0,1.0,Mandatory,,,A,0.0,0.0,No Comments,2.0,male,nh_white,0.0072265817,0.013167376,0.016106816,0.96349925,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
J  Neilan,Volunteer State Community College,Chemistry department, Gallatin, TN,7.0,3.0,,3.9,,28.0,07/17/2013,NAN,CHEM1030,3.0,4.0,,,,,0.0,0.0,He is very hard to follow. He gives a lot of in class examples on the day the material is introduced but doesnt do much review before the test. I probably wouldnt take another one of his classes. He is very nice though.,43.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danilo  Fernando,SUNY College of Environmental Science and Forestry,Science department, Syracuse, NY,15.0,3.1,,3.4,,14.0,05/04/2017,NAN,EFB326,2.0,4.0,,Yes,No,,0.0,0.0,Relies completely on exam grades which can make the class really difficult. Get the textbook and look over anything he may have skimmed because it seems everything is fair game for his exams. He teaches on very specific topics for such a broad course that\'s supposed to cover all of plant evolution.,52.0,male,nh_white,0.0067618615,0.04215864,0.454108,0.49697152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John  Burton,Connecticut College,Anthropology department, New London, CT,9.0,4.4,,2.6,,32.0,06/03/2013,NAN,ANT104,5.0,2.0,,,,,0.0,0.0,Amazingly intelligent. He lectures from memory and knows something about pretty much everything. His course was truly fascinating. Only problem is that he made his exams years ago and doesn\'t change them to what he actually taught this year but in the end hes an easy grader and weighs the percents of each piece of your grade in your favor.,60.0,male,nh_white,0.017392045,0.14484592,0.18086927,0.6568928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fred  Stewart,Texas A&M University at Commerce,Journalism department, Commerce, TX,13.0,4.4,,1.7,Clear grading criteria (5)  Caring (3)  Gives good feedback (2)  Amazing lectures (2)  Skip class? You won\'t pass. (1)  ACCESSIBLE OUTSIDE CLASS (1)  Respected (1)  Hilarious (1)  GROUP PROJECTS (1)  LECTURE HEAVY (1),29.0,10/18/2004,NAN,JOUR114,5.0,1.0,,,,,0.0,0.0,is this even a college class? i could have made an \'A\' when i was 10...very easy class...a must to take!,21.0,male,nh_white,0.01691805,0.03143305,0.30339995,0.6482489,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
Linda  Bobo,Stephen F. Austin State University,Medicine department, Nacogdoches, TX,2.0,4.0,,2.7,,6.0,01/10/2005,NAN,HSC121,3.5,3.0,,,,,0.0,0.0,The first aid class she is so helpful she loves her job and her support out of class makes her golden,21.0,male,nh_black,0.004183439,0.010255323,0.5680036,0.4175577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph  Davidson,Arizona State University,Engineering department, Tempe, AZ,15.0,2.8,,3.8,TEST HEAVY (3)  LOTS OF HOMEWORK (3)  Tough Grader (2)  LECTURE HEAVY (1),10.0,08/16/2006,NAN,MAE341,5.0,2.0,,,,,0.0,2.0,Very patient will re-explain himself until he is sure you understand what he is trying to teach.,17.0,male,hispanic,0.010094788,0.61449987,0.022723423,0.35268188,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
Julia  Scott,McGill University,Accounting department, Montreal, QC,12.0,3.9,,3.1,Clear grading criteria (2)  Amazing lectures (2)  Respected (2)  Skip class? You won\'t pass. (1)  Tough Grader (1)  LECTURE HEAVY (1)  Gives good feedback (1)  Participation matters (1),49.0,01/07/2006,NAN,INTACC1,2.5,4.0,,,,,0.0,0.0,So I heard amazing things about this prof before taking the class but she was actually not that great. I find that she was sometimes all over the place and not very organized. Also not very approachable. The exams were not representative of the material learned in class and they were brutal especially the final. Still managed to get a good grade...,62.0,male,nh_white,0.0051439083,0.01032593,0.23030639,0.75422376,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
James  Price,University of Iowa,Sociology department, Iowa City, IA,2.0,1.8,,3.5,,2.0,09/21/2003,NAN,ORGS,2.5,4.0,,,,,0.0,0.0,Hard prof. boring man old as the hills nice but dry.,11.0,male,nh_white,0.020431481,0.034934267,0.042327948,0.90230626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan  Fair,University of Alabama,Law department, Tuscaloosa, AL,13.0,4.4,,2.9,LECTURE HEAVY (1)  Participation matters (1)  Respected (1),13.0,11/16/2005,NAN,1STAMENDSVY,5.0,3.0,,,,,0.0,0.0,Fair is the best professor at this law school. He also truly is interested in students a rarity at this place (see Singer Norman and Brew****er Bill).,27.0,male,nh_white,0.03340281,0.44830543,0.030200649,0.48809105,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sonia  Werner,Bryn Athyn College,Psychology department, Bryn Athyn, PA,14.0,4.0,,1.9,Respected (1)  Gives good feedback (1)  Inspirational (1),9.0,08/22/2005,NAN,PSYCHOLOGY,5.0,4.0,,,,,0.0,0.0,Soni is an excellent teacher she is really committed to student development. I loved having her for a teacher.,19.0,male,nh_white,0.009075307,0.031216262,0.44335094,0.51635754,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
J  Allen,Volunteer State Community College,Health Science department, Gallatin, TN,11.0,4.6,,2.7,Inspirational (1)  Amazing lectures (1)  Tough Grader (1)  Caring (1)  Clear grading criteria (1)  Get ready to read (1),16.0,05/26/2015,NAN,AHC115,5.0,3.0,Not Mandatory,Yes,,B,0.0,0.0,She tests more on the A&P than the word definitions but she goes over everything and is pretty fair. She uses a high school grading system (93-100 A 85-92 B etc) and that sucks. Would have gotten an A if she used a regular grading system but overall good teacher who will work with you if you have to miss a test or something.,64.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Jerry  Jones,El Centro College,Music department, Dallas, TX,11.0,3.6,,1.7,Clear grading criteria (1),18.0,12/22/2006,NAN,HUM1315,3.0,1.0,,,,,0.0,0.0,Class is structured to get an A. However some folks are lazy and expect to earn an A from your effort. The tests are taken at the students convience in testing center. Most classmates will wait until you take the test and try to borrow your graded scantron and cheat off your efforts. Part of grade is attendance,58.0,male,hispanic,0.009131134,0.84731174,0.02213018,0.12142684,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julie  Giles,DeVry University - Addison,Business department, Addison, IL,3.0,3.7,,2.9,,11.0,06/17/2005,NAN,BSOP209226,5.0,1.0,,,,,0.0,0.0,She is a really nice teacher she is very devoted and explains everything clearly,14.0,male,nh_black,0.017463086,0.06763767,0.5442281999999999,0.37067112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murphy,Long Beach City College,Biology department, Long Beach, CA,2.0,2.4,,3.6,,10.0,09/20/2003,NAN,BIOLOGY1,1.0,4.0,,,,,0.0,0.0,He enjoys talking about his many degrees....and about how great he is....then why is he teaching at long beach city?....honestly...come on now....self absorbed low life,25.0,male,nh_white,0.07879786,0.15139157,0.24670364,0.5231069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter B.  Harris,Colby College,English department, Waterville, ME,8.0,4.2,,2.7,,19.0,07/30/2004,NAN,ENG115,2.0,2.0,,,,,0.0,0.0,Prof. Harris is such a chilled out teacher and very fun but is often unclear about assignments.,17.0,male,nh_white,0.021288037,0.06361264,0.30580992,0.6092894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett  Tjaden,James Madison University,Computer Science department, Harrisonburg, VA,15.0,3.7,,3.4,Caring (1)  Clear grading criteria (1)  Tough Grader (1)  LECTURE HEAVY (1)  LOTS OF HOMEWORK (1)  Amazing lectures (1)  GRADED BY FEW THINGS (1),19.0,05/31/2013,CS560,NAN,2.0,3.0,,Yes,,,0.0,2.0,This was a networking course however the projects required writing c++ programs and the grades were based on how well you program was written and how well it worked. It really didn\'t matter how well you may know networking.,39.0,male,hispanic,0.008827338,0.7100167,0.025462637,0.2556933,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1
John  Constantino,Cumberland County College,History department, Vineland, NJ,10.0,4.9,,2.4,Respected (1)  Participation matters (1)  Amazing lectures (1),31.0,11/09/2004,NAN,CULTGEO,5.0,3.0,,,,,0.0,0.0,I had no interest in history until i had him. i hear he is teaching at stockton(which is where i go now) i will go out of my way to take him again even if i dont get credit for it. I dont know who CCC thinks they are for not hiring him as a professor.,56.0,male,nh_white,0.04346411,0.1096068,0.2899201,0.557009,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erin  Finn,La Salle University,Communication department, Philadelphia, PA,13.0,3.8,,3.0,Gives good feedback (1)  Participation matters (1)  Clear grading criteria (1),12.0,09/17/2003,NAN,COM150,3.0,3.0,,,,,0.0,0.0,This teacher only teaches a few classes here. She was ok. Not particularly difficult not a bad person but was close minded to different creative approaches to public speaking.,29.0,male,nh_white,0.003647258,0.016916562,0.018153176,0.96128297,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett  Tjaden,James Madison University,Computer Science department, Harrisonburg, VA,15.0,3.7,,3.4,Caring (1)  Clear grading criteria (1)  Tough Grader (1)  LECTURE HEAVY (1)  LOTS OF HOMEWORK (1)  Amazing lectures (1)  GRADED BY FEW THINGS (1),19.0,10/07/2015,NAN,CS450,3.0,5.0,,Yes,,C+,4.0,1.0,PAs are impossible unless you are a C wizard.,9.0,male,hispanic,0.008827338,0.7100167,0.025462637,0.2556933,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0
Fields  Larry,Macomb Community College (all campuses),Biology department, Macomb, MI,3.0,3.8,,3.5,,2.0,07/18/2006,NAN,AP,2.5,4.0,,,,,0.0,0.0,This prof. is hard...this class is hard and you HAVE to study for it! he is a good prof. but not easy. The lab does help and try to show up to class it seems like that makes a difference to him...If this is the only class you have then probably will do good.,54.0,male,hispanic,0.024647135,0.6740735999999999,0.118453026,0.18282624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David  Cooper,Case Western Reserve University,Economics department, Cleveland, OH,5.0,4.0,,2.6,,22.0,12/13/2006,NAN,ECON329,3.0,4.0,,,,,0.0,0.0,Tests/quizzes require you to think the way he thinks and sometimes it\'s quite difficult to see what he\'s getting at. He never uses the assigned text and his lecture slides are often unclear and loaded with mathematical jargon. He makes up for all this with a very generous grading scale that makes it almost impossible to get anything less than a B.,62.0,male,nh_white,0.012090117,0.1465351,0.32199353,0.5193812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracy  Bryson,Purdue University - West Lafayette,English department, West Lafayette, IN,10.0,2.4,,4.1,,14.0,11/16/2005,NAN,ENGLISH106,2.0,3.0,,,,,1.0,1.0,this class sucks!!!!,3.0,male,nh_black,0.006942934,0.040246822,0.718433,0.23437722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob  Nelson,University of Delaware,Business department, Newark, DE,13.0,3.3,,3.2,,18.0,10/28/2002,NAN,HRIM321,4.5,2.0,,,,,0.0,0.0,No Comments,2.0,male,nh_white,0.016348012,0.032340568,0.32023486,0.6310765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom  Johnson,San Francisco State University,Journalism department, San Francisco, CA,2.0,2.5,,3.7,,20.0,08/24/2005,NAN,JOURNALISM,1.0,5.0,Not Mandatory,,,B,0.0,0.0,No Comments,2.0,male,nh_white,0.0129880505,0.09408874,0.31682593,0.5760973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H  Lawson,Volunteer State Community College,Mathematics department, Gallatin, TN,7.0,3.1,,2.5,,14.0,12/11/2008,NAN,MATH1130,3.0,2.0,,,,,0.0,0.0,i took lawson for college algebra and i must say that at times his teaching methods can be confusing. hes a little irritated by somethings but only if class gets out of hand a bit. he recommends to only use the website and not the book. i learned more in the math lab.,53.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P  Lawson,Volunteer State Community College,Psychology department, Gallatin, TN,3.0,2.7,,3.3,,50.0,12/13/2006,NAN,PSY101,1.5,3.0,,,,,0.0,0.0,She is extremely liberal... if attendance wasn\'t required I would have never gone to class. The things that she lectures aren\'t on the test any way but you must take notes because that will be your final exam. Everything is online and it\'s all straight from the book. I didn\'t like her teaching style or her opinions at all.,59.0,male,nh_white,0.03493575,0.08361041,0.2606702,0.6207835999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob  Nelson,University of Delaware,Business department, Newark, DE,13.0,3.3,,3.2,,18.0,11/24/2003,NAN,HRIM,5.0,3.0,,,,,0.0,0.0,Very interesting wants everyone to do well in his class tries very hard to reach each individual student.,18.0,male,nh_white,0.016348012,0.032340568,0.32023486,0.6310765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanessa  Mitchell,Volunteer State Community College,Psychology department, Gallatin, TN,14.0,4.4,,2.9,Tough Grader (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Gives good feedback (1),20.0,12/11/2006,NAN,PSY101,4.5,2.0,,,,,0.0,0.0,Shes always willing to explain what shes talking about,9.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ronald  Martin,Santa Ana College,History department, Santa Ana, CA,4.0,2.7,,4.3,,47.0,05/21/2014,NAN,HISTORY101,1.0,5.0,Mandatory,,,,0.0,0.0,He sucks.He never lectures. he takes attendance and dismisses us. I don\'t get why i paid for this class if he never teaches us anything. i\'m pissed this will lower my GPA for sure.I need to talk to a DEAN.We go to class take attendance says he forgot his lecture slides or repeats a lesson and then we go home an hour early.I\'m mad. Horrible teacher,66.0,male,hispanic,0.00877657,0.85945094,0.012976925,0.11879566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew  Johnson,Baruch College,Statistics department, New York, NY,5.0,4.4,,2.4,,13.0,12/27/2006,NAN,STA2000,4.0,3.0,,,,,0.0,0.0,Great professor. Very enthusiastic about statistics and very nice to students. Quizzes are easy midterm and final are a bit difficult but he\'s quite lenient in grading.,27.0,male,nh_white,0.04182394,0.077203736,0.076288424,0.8046839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casim  Abbas,Michigan State University,Mathematics department, East Lansing, MI,14.0,4.0,,3.6,LOTS OF HOMEWORK (4)  Respected (3)  Hilarious (3)  Caring (3)  Amazing lectures (1)  Tough Grader (1)  Gives good feedback (1)  Skip class? You won\'t pass. (1),19.0,07/27/2002,NAN,MTH133,4.5,3.0,,,,,0.0,0.0,Abbas is hilarious!!!,3.0,male,nh_white,0.03986928,0.030179767,0.15899506,0.7709559,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Bonnie  Johnson,Fashion Institute of Technology,Mathematics department, New York, NY,4.0,2.2,,4.5,,37.0,11/10/2010,NAN,FM121,1.5,5.0,,,,,0.0,0.0,DROP HER CLASS. she is one of the worst teachers i\'ve had here. She goes on rants about un-relevant stuff and confuses the crap out of you. If you actually want to learn something get a good grade or actually by some chance enjoy math...DO NOT keep her as a teacher.,51.0,male,nh_white,0.02704217,0.14060116,0.02729806,0.80505866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nina-Nash  Robertson,Central Michigan University,Music department, Mount Pleasant, MI,14.0,4.0,,1.7,Inspirational (4)  Respected (3)  Hilarious (2)  Caring (1)  Participation matters (1)  Skip class? You won\'t pass. (1),27.0,11/21/2016,NAN,MUS183A,5.0,1.0,,,Yes,,0.0,0.0,Nina is absolutely amazing. She\'s got a great sense of humor is very easygoing and loves what she does. She\'s so energetic - she\'s what makes choir so great. Just be sure to show up to class and learn the music and you\'re golden.,44.0,male,nh_white,0.023864917,0.40464708,0.052973956,0.5185141,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Matthew  Neal,Denison University,Mathematics department, Granville, OH,13.0,3.7,,3.9,Caring (1)  EXTRA CREDIT (1)  Tough Grader (1)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1),22.0,11/02/2004,NAN,CALC123,5.0,4.0,,,,,0.0,0.0,Dr. Neal is so awesome! He seems a little cold at first but after a while you warm up to him! he is so awesome! just sit in the front row and joke around with him! he is very personal.,40.0,male,nh_black,0.0027697857,0.009523001,0.68443924,0.30326787,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Monica  Reimer,University of Victoria,Chemistry department, Victoria, BC,3.0,1.7,6%,4.0,Tough Grader (14)  Skip class? You won\'t pass. (7)  SO MANY PAPERS (5)  LOTS OF HOMEWORK (3)  BEWARE OF POP QUIZZES (3)  Gives good feedback (1)  Clear grading criteria (1)  Get ready to read (1),58.0,01/16/2017,NAN,CHEM101LAB,1.0,5.0,Mandatory,,No,WD,3.0,0.0,Because of her behaviors I changed the major. She is very tough grader proferrsor during my first year in the university I faced lots of probelms and these probelms because of her. I emailed her for asking the questions about lab she told me that I need to study by myself and she was not a high school teacher. I was so dejected.,63.0,male,hispanic,0.03865932,0.44189,0.098452576,0.4209982,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0
Gary  Bruce,University of Waterloo,History department, Waterloo, ON,11.0,4.8,,3.0,Inspirational (5)  Respected (4)  Amazing lectures (2)  Clear grading criteria (1)  Get ready to read (1)  Hilarious (1)  Gives good feedback (1)  Caring (1),71.0,08/20/2012,NAN,HIST223,5.0,3.0,,,,,1.0,0.0,One of the most well-taught classes I\'ve taken. It isn\'t a \'bird course\' but his lectures are so interesting you are guaranteed a good mark if you show up and pay attention.,32.0,male,nh_white,0.03804637,0.12749307,0.33395848,0.50050205,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Anton  Armstrong,St. Olaf College,Music department, Northfield, MN,11.0,3.9,,3.5,,15.0,11/22/2004,NAN,CHORALE,4.5,4.0,,,,,1.0,0.0,I am in Dr. A\'s Collegiate Chorale. It really does prepare its\' singers for sophomore year and beyond; hopefully for St. Olaf Choir! I love Dr. A\'s warmups and his choice of repertoire for fall semester. What a wonderful director!,40.0,male,nh_white,0.023928817,0.09370203,0.039462205,0.8429068999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
